,Movie release year,year_ceremony,ceremony,category,Actor Name,Movie name,winner
667,1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Peggy Wood,The Sound of Music,False
668,1966,1967,39,ACTOR,Alan Arkin,The Russians Are Coming The Russians Are Coming,False
669,1966,1967,39,ACTOR,Richard Burton,Who's Afraid of Virginia Woolf?,False
670,1966,1967,39,ACTOR,Michael Caine,Alfie,False
671,1966,1967,39,ACTOR,Steve McQueen,The Sand Pebbles,False
672,1966,1967,39,ACTOR,Paul Scofield,A Man for All Seasons,True
673,1966,1967,39,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,False
674,1966,1967,39,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,False
675,1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,True
676,1966,1967,39,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,False
677,1966,1967,39,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,False
678,1966,1967,39,ACTRESS,Anouk Aimee,A Man and a Woman,False
679,1966,1967,39,ACTRESS,Ida Kaminska,The Shop on Main Street,False
680,1966,1967,39,ACTRESS,Lynn Redgrave,Georgy Girl,False
681,1966,1967,39,ACTRESS,Vanessa Redgrave,Morgan!,False
682,1966,1967,39,ACTRESS,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,True
683,1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Sandy Dennis,Who's Afraid of Virginia Woolf?,True
684,1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,A Man for All Seasons,False
685,1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Jocelyne Lagarde,Hawaii,False
686,1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Vivien Merchant,Alfie,False
687,1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,You're a Big Boy Now,False
688,1967,1968,40,ACTOR,Warren Beatty,Bonnie and Clyde,False
689,1967,1968,40,ACTOR,Dustin Hoffman,The Graduate,False
690,1967,1968,40,ACTOR,Paul Newman,Cool Hand Luke,False
691,1967,1968,40,ACTOR,Rod Steiger,In the Heat of the Night,True
692,1967,1968,40,ACTOR,Spencer Tracy,Guess Who's Coming to Dinner,False
693,1967,1968,40,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,False
694,1967,1968,40,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,False
695,1967,1968,40,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,False
696,1967,1968,40,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,True
697,1967,1968,40,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,False
698,1967,1968,40,ACTRESS,Anne Bancroft,The Graduate,False
699,1967,1968,40,ACTRESS,Faye Dunaway,Bonnie and Clyde,False
700,1967,1968,40,ACTRESS,Dame Edith Evans,The Whisperers,False
701,1967,1968,40,ACTRESS,Audrey Hepburn,Wait until Dark,False
702,1967,1968,40,ACTRESS,Katharine Hepburn,Guess Who's Coming to Dinner,True
703,1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Carol Channing,Thoroughly Modern Millie,False
704,1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Mildred Natwick,Barefoot in the Park,False
705,1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,True
706,1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Beah Richards,Guess Who's Coming to Dinner,False
707,1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Katharine Ross,The Graduate,False
708,1968,1969,41,ACTOR,Alan Arkin,The Heart Is a Lonely Hunter,False
709,1968,1969,41,ACTOR,Alan Bates,The Fixer,False
710,1968,1969,41,ACTOR,Ron Moody,Oliver!,False
711,1968,1969,41,ACTOR,Peter O'Toole,The Lion in Winter,False
712,1968,1969,41,ACTOR,Cliff Robertson,Charly,True
713,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Albertson,The Subject Was Roses,True
714,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Seymour Cassel,Faces,False
715,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Daniel Massey,Star!,False
716,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Wild,Oliver!,False
717,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Gene Wilder,The Producers,False
718,1968,1969,41,ACTRESS,Katharine Hepburn,The Lion in Winter,True
719,1968,1969,41,ACTRESS,Patricia Neal,The Subject Was Roses,False
720,1968,1969,41,ACTRESS,Vanessa Redgrave,Isadora,False
721,1968,1969,41,ACTRESS,Barbra Streisand,Funny Girl,True
722,1968,1969,41,ACTRESS,Joanne Woodward,"Rachel, Rachel",False
723,1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Lynn Carlin,Faces,False
724,1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Rosemary's Baby,True
725,1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Sondra Locke,The Heart Is a Lonely Hunter,False
726,1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Kay Medford,Funny Girl,False
727,1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,"Rachel, Rachel",False
728,1969,1970,42,ACTOR,Richard Burton,Anne of the Thousand Days,False
729,1969,1970,42,ACTOR,Dustin Hoffman,Midnight Cowboy,False
730,1969,1970,42,ACTOR,Peter O'Toole,"Goodbye, Mr. Chips",False
731,1969,1970,42,ACTOR,Jon Voight,Midnight Cowboy,False
732,1969,1970,42,ACTOR,John Wayne,True Grit,True
733,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Rupert Crosse,The Reivers,False
734,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Elliott Gould,Bob & Carol & Ted & Alice,False
735,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Easy Rider,False
736,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Anthony Quayle,Anne of the Thousand Days,False
737,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Gig Young,"They Shoot Horses, Don't They?",True
738,1969,1970,42,ACTRESS,Genevieve Bujold,Anne of the Thousand Days,False
739,1969,1970,42,ACTRESS,Jane Fonda,"They Shoot Horses, Don't They?",False
740,1969,1970,42,ACTRESS,Liza Minnelli,The Sterile Cuckoo,False
741,1969,1970,42,ACTRESS,Jean Simmons,The Happy Ending,False
742,1969,1970,42,ACTRESS,Maggie Smith,The Prime of Miss Jean Brodie,True
743,1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Catherine Burns,Last Summer,False
744,1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Bob & Carol & Ted & Alice,False
745,1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Goldie Hawn,Cactus Flower,True
746,1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Sylvia Miles,Midnight Cowboy,False
747,1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Susannah York,"They Shoot Horses, Don't They?",False
748,1970,1971,43,ACTOR,Melvyn Douglas,I Never Sang for My Father,False
749,1970,1971,43,ACTOR,James Earl Jones,The Great White Hope,False
750,1970,1971,43,ACTOR,Jack Nicholson,Five Easy Pieces,False
751,1970,1971,43,ACTOR,Ryan O'Neal,Love Story,False
752,1970,1971,43,ACTOR,George C. Scott,Patton,True
753,1970,1971,43,ACTOR IN A SUPPORTING ROLE,Richard Castellano,Lovers and Other Strangers,False
754,1970,1971,43,ACTOR IN A SUPPORTING ROLE,Chief Dan George,Little Big Man,False
755,1970,1971,43,ACTOR IN A SUPPORTING ROLE,Gene Hackman,I Never Sang for My Father,False
756,1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Marley,Love Story,False
757,1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Mills,Ryan's Daughter,True
758,1970,1971,43,ACTRESS,Jane Alexander,The Great White Hope,False
759,1970,1971,43,ACTRESS,Glenda Jackson,Women in Love,True
760,1970,1971,43,ACTRESS,Ali MacGraw,Love Story,False
761,1970,1971,43,ACTRESS,Sarah Miles,Ryan's Daughter,False
762,1970,1971,43,ACTRESS,Carrie Snodgress,Diary of a Mad Housewife,False
763,1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Karen Black,Five Easy Pieces,False
764,1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Lee Grant,The Landlord,False
765,1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Helen Hayes,Airport,True
766,1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Sally Kellerman,M*A*S*H,False
767,1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Airport,False
768,1971,1972,44,ACTOR,Peter Finch,Sunday Bloody Sunday,False
769,1971,1972,44,ACTOR,Gene Hackman,The French Connection,True
770,1971,1972,44,ACTOR,Walter Matthau,Kotch,False
771,1971,1972,44,ACTOR,George C. Scott,The Hospital,False
772,1971,1972,44,ACTOR,Topol,Fiddler on the Roof,False
773,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Last Picture Show,False
774,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Leonard Frey,Fiddler on the Roof,False
775,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Richard Jaeckel,Sometimes a Great Notion,False
776,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Ben Johnson,The Last Picture Show,True
777,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Roy Scheider,The French Connection,False
778,1971,1972,44,ACTRESS,Julie Christie,McCabe & Mrs. Miller,False
779,1971,1972,44,ACTRESS,Jane Fonda,Klute,True
780,1971,1972,44,ACTRESS,Glenda Jackson,Sunday Bloody Sunday,False
781,1971,1972,44,ACTRESS,Vanessa Redgrave,"Mary, Queen of Scots",False
782,1971,1972,44,ACTRESS,Janet Suzman,Nicholas and Alexandra,False
783,1971,1972,44,ACTRESS IN A SUPPORTING ROLE,Ann-Margret,Carnal Knowledge,False
784,1971,1972,44,ACTRESS IN A SUPPORTING ROLE,Ellen Burstyn,The Last Picture Show,False
785,1971,1972,44,ACTRESS IN A SUPPORTING ROLE,Barbara Harris,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,False
786,1971,1972,44,ACTRESS IN A SUPPORTING ROLE,Cloris Leachman,The Last Picture Show,True
787,1971,1972,44,ACTRESS IN A SUPPORTING ROLE,Margaret Leighton,The Go-Between,False
788,1972,1973,45,ACTOR,Marlon Brando,The Godfather,True
789,1972,1973,45,ACTOR,Michael Caine,Sleuth,False
790,1972,1973,45,ACTOR,Laurence Olivier,Sleuth,False
791,1972,1973,45,ACTOR,Peter O'Toole,The Ruling Class,False
792,1972,1973,45,ACTOR,Paul Winfield,Sounder,False
793,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Heartbreak Kid,False
794,1972,1973,45,ACTOR IN A SUPPORTING ROLE,James Caan,The Godfather,False
795,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Godfather,False
796,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,True
797,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Godfather,False
798,1972,1973,45,ACTRESS,Liza Minnelli,Cabaret,True
799,1972,1973,45,ACTRESS,Diana Ross,Lady Sings the Blues,False
800,1972,1973,45,ACTRESS,Maggie Smith,Travels with My Aunt,False
801,1972,1973,45,ACTRESS,Cicely Tyson,Sounder,False
802,1972,1973,45,ACTRESS,Liv Ullmann,The Emigrants,False
803,1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Jeannie Berlin,The Heartbreak Kid,False
804,1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,Butterflies Are Free,True
805,1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Pete 'n' Tillie,False
806,1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Susan Tyrrell,Fat City,False
807,1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Poseidon Adventure,False
808,1973,1974,46,ACTOR,Marlon Brando,Last Tango in Paris,False
809,1973,1974,46,ACTOR,Jack Lemmon,Save the Tiger,True
810,1973,1974,46,ACTOR,Jack Nicholson,The Last Detail,False
811,1973,1974,46,ACTOR,Al Pacino,Serpico,False
812,1973,1974,46,ACTOR,Robert Redford,The Sting,False
813,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Bang the Drum Slowly,False
814,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,False
815,1973,1974,46,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,True
816,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,False
817,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Randy Quaid,The Last Detail,False
818,1973,1974,46,ACTRESS,Ellen Burstyn,The Exorcist,False
819,1973,1974,46,ACTRESS,Glenda Jackson,A Touch of Class,True
820,1973,1974,46,ACTRESS,Marsha Mason,Cinderella Liberty,False
821,1973,1974,46,ACTRESS,Barbra Streisand,The Way We Were,False
822,1973,1974,46,ACTRESS,Joanne Woodward,"Summer Wishes, Winter Dreams",False
823,1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Linda Blair,The Exorcist,False
824,1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Candy Clark,American Graffiti,False
825,1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Paper Moon,False
826,1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,Paper Moon,True
827,1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Sylvia Sidney,"Summer Wishes, Winter Dreams",False
828,1974,1975,47,ACTOR,Art Carney,Harry and Tonto,True
829,1974,1975,47,ACTOR,Albert Finney,Murder on the Orient Express,False
830,1974,1975,47,ACTOR,Dustin Hoffman,Lenny,False
831,1974,1975,47,ACTOR,Jack Nicholson,Chinatown,False
832,1974,1975,47,ACTOR,Al Pacino,The Godfather Part II,False
833,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Fred Astaire,The Towering Inferno,False
834,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Thunderbolt and Lightfoot,False
835,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,True
836,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Michael V. Gazzo,The Godfather Part II,False
837,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,The Godfather Part II,False
838,1974,1975,47,ACTRESS,Ellen Burstyn,Alice Doesn't Live Here Anymore,True
839,1974,1975,47,ACTRESS,Diahann Carroll,Claudine,False
840,1974,1975,47,ACTRESS,Faye Dunaway,Chinatown,False
841,1974,1975,47,ACTRESS,Valerie Perrine,Lenny,False
842,1974,1975,47,ACTRESS,Gena Rowlands,A Woman under the Influence,False
843,1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Ingrid Bergman,Murder on the Orient Express,True
844,1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Valentina Cortese,Day for Night,False
845,1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Blazing Saddles,False
846,1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Alice Doesn't Live Here Anymore,False
847,1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Talia Shire,The Godfather Part II,False
848,1975,1976,48,ACTOR,Walter Matthau,The Sunshine Boys,False
849,1975,1976,48,ACTOR,Jack Nicholson,One Flew over the Cuckoo's Nest,True
850,1975,1976,48,ACTOR,Al Pacino,Dog Day Afternoon,False
851,1975,1976,48,ACTOR,Maximilian Schell,The Man in the Glass Booth,False
852,1975,1976,48,ACTOR,James Whitmore,"Give 'em Hell, Harry!",False
853,1975,1976,48,ACTOR IN A SUPPORTING ROLE,George Burns,The Sunshine Boys,True
854,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Brad Dourif,One Flew over the Cuckoo's Nest,False
855,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,The Day of the Locust,False
856,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Chris Sarandon,Dog Day Afternoon,False
857,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Jack Warden,Shampoo,False
858,1975,1976,48,ACTRESS,Isabelle Adjani,The Story of Adele H.,False
859,1975,1976,48,ACTRESS,Ann-Margret,Tommy,False
860,1975,1976,48,ACTRESS,Louise Fletcher,One Flew over the Cuckoo's Nest,True
861,1975,1976,48,ACTRESS,Glenda Jackson,Hedda,False
862,1975,1976,48,ACTRESS,Carol Kane,Hester Street,False
863,1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Ronee Blakley,Nashville,False
864,1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Shampoo,True
865,1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Sylvia Miles,"Farewell, My Lovely",False
866,1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Lily Tomlin,Nashville,False
867,1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough,False
868,1976,1977,49,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,False
869,1976,1977,49,ACTOR IN A LEADING ROLE,Peter Finch,Network,True
870,1976,1977,49,ACTOR IN A LEADING ROLE,Giancarlo Giannini,Seven Beauties,False
871,1976,1977,49,ACTOR IN A LEADING ROLE,William Holden,Network,False
872,1976,1977,49,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,False
873,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Ned Beatty,Network,False
874,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,False
875,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Laurence Olivier,Marathon Man,False
876,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,True
877,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,False
878,1976,1977,49,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,"Cousin, Cousine",False
879,1976,1977,49,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,True
880,1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,False
881,1976,1977,49,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,False
882,1976,1977,49,ACTRESS IN A LEADING ROLE,Liv Ullmann,Face to Face,False
883,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,False
884,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Taxi Driver,False
885,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Voyage of the Damned,False
886,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,False
887,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,Network,True
888,1977,1978,50,ACTOR IN A LEADING ROLE,Woody Allen,Annie Hall,False
889,1977,1978,50,ACTOR IN A LEADING ROLE,Richard Burton,Equus,False
890,1977,1978,50,ACTOR IN A LEADING ROLE,Richard Dreyfuss,The Goodbye Girl,True
891,1977,1978,50,ACTOR IN A LEADING ROLE,Marcello Mastroianni,A Special Day,False
892,1977,1978,50,ACTOR IN A LEADING ROLE,John Travolta,Saturday Night Fever,False
893,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Mikhail Baryshnikov,The Turning Point,False
894,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Peter Firth,Equus,False
895,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,False
896,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Jason Robards,Julia,True
897,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,Julia,False
898,1977,1978,50,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Turning Point,False
899,1977,1978,50,ACTRESS IN A LEADING ROLE,Jane Fonda,Julia,False
900,1977,1978,50,ACTRESS IN A LEADING ROLE,Diane Keaton,Annie Hall,True
901,1977,1978,50,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Turning Point,False
902,1977,1978,50,ACTRESS IN A LEADING ROLE,Marsha Mason,The Goodbye Girl,False
903,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Leslie Browne,The Turning Point,False
904,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Quinn Cummings,The Goodbye Girl,False
905,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Close Encounters of the Third Kind,False
906,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Julia,True
907,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Tuesday Weld,Looking for Mr. Goodbar,False
908,1978,1979,51,ACTOR IN A LEADING ROLE,Warren Beatty,Heaven Can Wait,False
909,1978,1979,51,ACTOR IN A LEADING ROLE,Gary Busey,The Buddy Holly Story,False
910,1978,1979,51,ACTOR IN A LEADING ROLE,Robert De Niro,The Deer Hunter,False
911,1978,1979,51,ACTOR IN A LEADING ROLE,Laurence Olivier,The Boys from Brazil,False
912,1978,1979,51,ACTOR IN A LEADING ROLE,Jon Voight,Coming Home,True
913,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Bruce Dern,Coming Home,False
914,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,Comes a Horseman,False
915,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,False
916,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,True
917,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Jack Warden,Heaven Can Wait,False
918,1978,1979,51,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Autumn Sonata,False
919,1978,1979,51,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",False
920,1978,1979,51,ACTRESS IN A LEADING ROLE,Jill Clayburgh,An Unmarried Woman,False
921,1978,1979,51,ACTRESS IN A LEADING ROLE,Jane Fonda,Coming Home,True
922,1978,1979,51,ACTRESS IN A LEADING ROLE,Geraldine Page,Interiors,False
923,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Heaven Can Wait,False
924,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Penelope Milford,Coming Home,False
925,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,California Suite,True
926,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Interiors,False
927,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,The Deer Hunter,False
928,1979,1980,52,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,True
929,1979,1980,52,ACTOR IN A LEADING ROLE,Jack Lemmon,The China Syndrome,False
930,1979,1980,52,ACTOR IN A LEADING ROLE,Al Pacino,...And Justice for All,False
931,1979,1980,52,ACTOR IN A LEADING ROLE,Roy Scheider,All That Jazz,False
932,1979,1980,52,ACTOR IN A LEADING ROLE,Peter Sellers,Being There,False
933,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,True
934,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,False
935,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Frederic Forrest,The Rose,False
936,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,False
937,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,False
938,1979,1980,52,ACTRESS IN A LEADING ROLE,Jill Clayburgh,Starting Over,False
939,1979,1980,52,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,True
940,1979,1980,52,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,False
941,1979,1980,52,ACTRESS IN A LEADING ROLE,Marsha Mason,Chapter Two,False
942,1979,1980,52,ACTRESS IN A LEADING ROLE,Bette Midler,The Rose,False
943,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,False
944,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Barbara Barrie,Breaking Away,False
945,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Candice Bergen,Starting Over,False
946,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,False
947,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,True
948,1980,1981,53,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,True
949,1980,1981,53,ACTOR IN A LEADING ROLE,Robert Duvall,The Great Santini,False
950,1980,1981,53,ACTOR IN A LEADING ROLE,John Hurt,The Elephant Man,False
951,1980,1981,53,ACTOR IN A LEADING ROLE,Jack Lemmon,Tribute,False
952,1980,1981,53,ACTOR IN A LEADING ROLE,Peter O'Toole,The Stunt Man,False
953,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,False
954,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,True
955,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Michael O'Keefe,The Great Santini,False
956,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,False
957,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Jason Robards,Melvin and Howard,False
958,1980,1981,53,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Resurrection,False
959,1980,1981,53,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,False
960,1980,1981,53,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,False
961,1980,1981,53,ACTRESS IN A LEADING ROLE,Gena Rowlands,Gloria,False
962,1980,1981,53,ACTRESS IN A LEADING ROLE,Sissy Spacek,Coal Miner's Daughter,True
963,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eileen Brennan,Private Benjamin,False
964,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eva Le Gallienne,Resurrection,False
965,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,Raging Bull,False
966,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Diana Scarwid,Inside Moves,False
967,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Mary Steenburgen,Melvin and Howard,True
968,1981,1982,54,ACTOR IN A LEADING ROLE,Warren Beatty,Reds,False
969,1981,1982,54,ACTOR IN A LEADING ROLE,Henry Fonda,On Golden Pond,True
970,1981,1982,54,ACTOR IN A LEADING ROLE,Burt Lancaster,Atlantic City,False
971,1981,1982,54,ACTOR IN A LEADING ROLE,Dudley Moore,Arthur,False
972,1981,1982,54,ACTOR IN A LEADING ROLE,Paul Newman,Absence of Malice,False
973,1981,1982,54,ACTOR IN A SUPPORTING ROLE,James Coco,Only When I Laugh,False
974,1981,1982,54,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,True
975,1981,1982,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,False
976,1981,1982,54,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,False
977,1981,1982,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,False
978,1981,1982,54,ACTRESS IN A LEADING ROLE,Katharine Hepburn,On Golden Pond,True
979,1981,1982,54,ACTRESS IN A LEADING ROLE,Diane Keaton,Reds,False
